project,status,output,error,build_time_sec,run_time_sec
b9768b4eefe679c988ce,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.77,
b9bc61a74e7cadeb1fec,exception,,'NoneType' object is not subscriptable,4.12,
b9df49cfc1540bc8b896,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.99,
badd18a84b236c9e6c34057512cb569a,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",3.37,
baf42b089d71b94fd229,exception,,'NoneType' object is not subscriptable,9.88,
bb61c15139bff338cb17,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.96,
bb85da3aa563b747151e,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.78,
bba5c2ba3000010ca049d6f96f5d2f27,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 3, in <module>
    from jr.plot import pretty_plot, plot_eb  # available @ http://github.com/kingjr/jr-tools
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
ModuleNotFoundError: No module named 'jr'",14.82,1.71
bbfa863f3fe4bb2163d94394d7b60899,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.81,
bbfc1f0b9d003bf08b26,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 3, in <module>
    from lxml import html
ModuleNotFoundError: No module named 'lxml'",14.5,1.67
bca0daa0c3ca0ddb2c70,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.71,
bcc376fb336b73f24b29,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.91,
bd0940f7988774e2822d,exception,,'NoneType' object is not subscriptable,11.09,
bd2d6c2271e42ed97b97,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.61,
bd57b54a5c6903e4a6a2,exception,,'NoneType' object is not subscriptable,4.37,
be6123c7ee3b366e333a,exception,,'NoneType' object is not subscriptable,3.84,
be7e84c9d61c4869e981,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.6,
bf576ee091e75071bc66,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.64,
bfb45408d43986eefdf83b59bc9e8629,exception,,'NoneType' object is not subscriptable,3.58,
c063bddb9b8d17a037695d748db4f592,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.86,
c078cabc0a48f2570028bff397a9e154,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.64,
c0fdb29ddf0d338bcbd021b68f5bea51,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.75,
c12be33cdcd9a86f20a2,exception,,'NoneType' object is not subscriptable,3.26,
c18130768ac0ef0345947c5aa0827b65,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.72,
c18bfe4fd96008ffa0aef25001a2e88f,success,,,7.86,1.76
c1adfdb0f526465c99409cc143dea97b,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 4, in <module>
    import tensorflow as tf
ModuleNotFoundError: No module named 'tensorflow'",14.98,1.49
c211c1af232974f00564,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.65,
c26b2dd5c2bdeaf6d7479a68bd7023bb,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.81,
c28329f12711a914c7a8cbe6eeb947c0,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.79,
c2d24fe340a7f3cf76d2,runtime_error,,"72, in <module>
    from pyspark import cloudpickle
  File ""/usr/local/lib/python3.9/site-packages/pyspark/cloudpickle.py"", line 145, in <module>
    _cell_set_template_code = _make_cell_set_template_code()
  File ""/usr/local/lib/python3.9/site-packages/pyspark/cloudpickle.py"", line 126, in _make_cell_set_template_code
    return types.CodeType(
TypeError: an integer is required (got type bytes)",37.21,1.57
c2dfe5772ba3cd16c1be17ba42b7db66,runtime_error,,"mport assert_same_paths
  File ""/usr/local/lib/python3.11/site-packages/keras/src/tree/tree_api.py"", line 8, in <module>
    from keras.src.tree import optree_impl as tree_impl
  File ""/usr/local/lib/python3.11/site-packages/keras/src/tree/optree_impl.py"", line 13, in <module>
    from tensorflow.python.trackable.data_structures import ListWrapper
ModuleNotFoundError: No module named 'tensorflow'",13.96,1.58
c362f0ad488e3b289394,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 36, in <module>
    from keras.models import Sequential  
ModuleNotFoundError: No module named 'keras'",14.95,1.65
c3a540563e0774489ceafb3156b318a2,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",3.18,
c3c474a04d7c0cd8ddeb,exception,,'NoneType' object is not subscriptable,5.55,
c47824c116e6a61a56d9,runtime_error,,"File ""/app/snippet.py"", line 294
    print ""Loss after iteration %i: %f"" % (i,
          ^
SyntaxError: invalid syntax",21.99,1.26
c4806c504e46e8cdb00a,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",3.18,
c577716bd2f15b9ca330b15443e8bfbe,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",3.54,
c591cab03c66780b18d5,exception,,'NoneType' object is not subscriptable,4.45,
c5afa16b07747b113808,runtime_error,,"t_containing_app_config(module)
  File ""/usr/local/lib/python3.9/site-packages/django/apps/registry.py"", line 244, in get_containing_app_config
    self.check_apps_ready()
  File ""/usr/local/lib/python3.9/site-packages/django/apps/registry.py"", line 127, in check_apps_ready
    raise AppRegistryNotReady(""Apps aren't loaded yet."")
django.core.exceptions.AppRegistryNotReady: Apps aren't loaded yet.",7.54,1.55
c5ead2b72b2be03eb0ca,success,,,8.31,1.34
c613bd0fad5de00bab2e,exception,,'NoneType' object is not subscriptable,3.1,
c648d753e7d0176ff172,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.81,
c6936d219db8e6635d25,runtime_error,,"File ""/app/snippet.py"", line 26
    print ""cs = %lx"" % cmd.cs
          ^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(""cs = %lx"" % cmd.cs)?",14.85,1.34
c6b3e4d47d933b057aab32c9c29c4221,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 1, in <module>
    from keras import backend as K
ModuleNotFoundError: No module named 'keras'",14.23,1.26
c781881856b30cacef36,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.83,
c7a2333c227e24226808,runtime_error,,"File ""/app/snippet.py"", line 36
    print ""delta_pos = "" + str(delta_pos)
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(...)?",23.23,1.35
c7dd1262bd81a32663f0,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.8,
c7e9a91256c9c5db1676aa3c240531cf,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.68,
c7ec9a30052127c7a1ad169eeb83f159,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.91,
c80e24454ee353d3c123,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.68,
c87011a445135417c114960bbc187618,exception,,'NoneType' object is not subscriptable,3.11,
c87cc706625b8a54e604fb1024106556,exception,,'NoneType' object is not subscriptable,21.19,
c8a451502958fa367d84bf038081ee4b,runtime_error,,"nment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2025-10-11 07:41:21.385555: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
Traceback (most recent call last):
  File ""/app/snippet.py"", line 56, in <module>
    x = tf.placeholder(tf.float32, shape=(None, vocab_size))
AttributeError: module 'tensorflow' has no attribute 'placeholder'",100.09,3.63
c8eb9d0938584a277f90,runtime_error,,"File ""/app/snippet.py"", line 18
    print ""%s misses the following glyphs compared to %s:"" % (f2, f1)
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(...)?",14.22,1.34
c91859ed22e4dda11d36,exception,,'NoneType' object is not subscriptable,3.51,
c9248a239bbab0e0d42e,runtime_error,"Usage:
python snippet.py <data_dir>",,20.16,1.95
c943835a9742f5021eeb,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.67,
c9792757a9fc02d01408bf30855d412f,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.62,
c97fe158082000ae06ad624527433de6,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.64,
c9f42c81c53b276b6560,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.75,
ca6ed07e5c8017272701,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 8, in <module>
    from django.db.models import Aggregate
ModuleNotFoundError: No module named 'django'",13.74,1.24
ca92b42f1f796763e5d1f8cd73247a30,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",3.02,
cad6d3d223fc8d769227,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.85,
cadedd0dd0d4c966462b,exception,,'NoneType' object is not subscriptable,2.82,
caeb0a6dc89d9e7ec48d,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.75,
cb0833a03a7d30c6d6e0,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.67,
cb5a28fa8d4db3fc1ba51894663c1aed,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.63,
cb5d8157a8fa5a4a046e,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.93,
cc3c187172ac848bd896ecb2b812dc51,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.94,
cc63e6aa9a88ea6e901f,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.85,
cc704ba2a96e4a319e9e,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.89,
cc8647960afeb2c15a6061d7ab7e594e,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.69,
cd72af254e50e01ae763,exception,,'NoneType' object is not subscriptable,2.7,
cf2b4e56fe28835c3ceb,runtime_error,,"File ""/app/snippet.py"", line 21
    print ""[+] username = "" + username + "" password = "" + password
          ^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(""[+] username = "" + username + "" password = "" + password)?",4.89,1.12
cf4b324f8955bc56ce0ff9399d9fdea6,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.94,
cfc9f059459cfefd1f61134b48291436,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.78,
d039e69e97afbf1b863b,exception,,'NoneType' object is not subscriptable,3.99,
d03a49767c7c307be5ed,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.67,
d049a307a271052dc740,exception,,'NoneType' object is not subscriptable,7.93,
d0bb1f94cda69a5e7c96d1742cc5adca,success,,"2025-10-11 07:43:55 [scrapy.utils.log] INFO: Scrapy 2.13.3 started (bot: scrapybot)
2025-10-11 07:43:55 [scrapy.utils.log] INFO: Versions:
{'lxml': '6.0.2',
 'libxml2': '2.14.6',
 'cssselect': '1.3.0',
 'parsel': '1.10.0',
 'w3lib': '2.3.1',
 'Twisted': '25.5.0',
 'Python': '3.11.14 (main, Oct  9 2025, 22:39:13) [GCC 14.2.0]',
 'pyOpenSSL': '25.3.0 (OpenSSL 3.5.4 30 Sep 2025)',
 'cryptography': '4",24.43,2.41
d11c77c5565482e965d1919291044470,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",3.03,
d14e424540faedb3ea88,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.76,
d1899f011ae41b26fb6e,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 9, in <module>
    import tables
ModuleNotFoundError: No module named 'tables'",13.92,1.43
d1af2b73d38fbceee5c848fc9cf641ce,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.78,
d29d079100f8d81b905e,runtime_error,,"Traceback (most recent call last):
  File ""snippet.py"", line 8, in <module>
    from sklearn.metrics import roc_auc_score
ModuleNotFoundError: No module named 'sklearn'",5.31,1.17
d2c38170d4beceeb32dc,exception,,'NoneType' object is not subscriptable,2.98,
d37ab1524a7d5e373ee5a2a0176ebd22,build_failed,,"ds build-essential gcc
  11 |     
  12 | >>> RUN if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi
  13 |     
  14 |     CMD [""python"", ""snippet.py""]
--------------------
ERROR: failed to solve: process ""/bin/sh -c if [ -s /app/requirements.txt ]; then pip install --no-cache-dir -r /app/requirements.txt; fi"" did not complete successfully: exit code: 1",2.69,
